Plot,Treatment,Row,Date,With Brood,Without Brood,Added.Brood,Added.No.Brood,Days.Since.Start
502,Control,5,7/19/21,5,1,27,7,137
503,Chlorpyrifos,1,7/19/21,3,0,NA,NA,137
503,Chlorpyrifos,2,7/19/21,4,2,NA,NA,137
503,Chlorpyrifos,3,7/19/21,3,0,NA,NA,137
503,Chlorpyrifos,4,7/19/21,3,1,NA,NA,137
503,Chlorpyrifos,5,7/19/21,5,0,18,3,137
504,Extinguish,1,7/19/21,4,0,NA,NA,137
504,Extinguish,2,7/19/21,1,0,NA,NA,137
504,Extinguish,3,7/19/21,0,0,NA,NA,137
504,Extinguish,4,7/19/21,4,0,NA,NA,137
504,Extinguish,5,7/19/21,2,1,11,1,137
505,HotWater,1,7/19/21,2,1,NA,NA,137
505,HotWater,2,7/19/21,3,2,NA,NA,137
505,HotWater,3,7/19/21,9,1,NA,NA,137
505,HotWater,4,7/19/21,3,0,NA,NA,137
505,HotWater,5,7/19/21,6,0,23,4,137
601,Control,1,7/19/21,4,1,NA,NA,137
601,Control,2,7/19/21,2,3,NA,NA,137
601,Control,3,7/19/21,4,2,NA,NA,137
601,Control,4,7/19/21,2,3,NA,NA,137
601,Control,5,7/19/21,3,3,15,12,137
602,HotWater,1,7/19/21,3,0,NA,NA,137
602,HotWater,2,7/19/21,4,2,NA,NA,137
602,HotWater,3,7/19/21,3,1,NA,NA,137
602,HotWater,4,7/19/21,2,1,NA,NA,137
602,HotWater,5,7/19/21,3,1,15,5,137
603,Extinguish,1,7/19/21,2,1,NA,NA,137
603,Extinguish,2,7/19/21,4,2,NA,NA,137
603,Extinguish,3,7/19/21,1,2,NA,NA,137
603,Extinguish,4,7/19/21,2,2,NA,NA,137
603,Extinguish,5,7/19/21,2,2,11,9,137
604,Clinch,1,7/19/21,1,2,NA,NA,137
604,Clinch,2,7/19/21,1,3,NA,NA,137
604,Clinch,3,7/19/21,2,1,NA,NA,137
604,Clinch,4,7/19/21,2,0,NA,NA,137
604,Clinch,5,7/19/21,2,0,8,6,137
605,Chlorpyrifos,1,7/19/21,3,2,NA,NA,137
605,Chlorpyrifos,2,7/19/21,3,1,NA,NA,137
605,Chlorpyrifos,3,7/19/21,2,2,NA,NA,137
605,Chlorpyrifos,4,7/19/21,3,0,NA,NA,137
605,Chlorpyrifos,5,7/19/21,4,0,15,5,137
101,Control,1,8/2/21,0,1,NA,NA,151
101,Control,2,8/2/21,1,1,NA,NA,151
101,Control,3,8/2/21,1,1,NA,NA,151
101,Control,4,8/2/21,1,0,NA,NA,151
101,Control,5,8/2/21,2,2,5,5,151
102,HotWater,1,8/2/21,0,0,NA,NA,151
102,HotWater,2,8/2/21,1,0,NA,NA,151
102,HotWater,3,8/2/21,1,0,NA,NA,151
102,HotWater,4,8/2/21,1,1,NA,NA,151
102,HotWater,5,8/2/21,1,0,4,1,151
103,Chlorpyrifos,1,8/2/21,1,0,NA,NA,151
103,Chlorpyrifos,2,8/2/21,0,0,NA,NA,151
103,Chlorpyrifos,3,8/2/21,3,0,NA,NA,151
103,Chlorpyrifos,4,8/2/21,0,0,NA,NA,151
103,Chlorpyrifos,5,8/2/21,1,0,5,0,151
104,Clinch,1,8/2/21,0,0,NA,NA,151
104,Clinch,2,8/2/21,0,0,NA,NA,151
104,Clinch,3,8/2/21,0,0,NA,NA,151
104,Clinch,4,8/2/21,1,1,NA,NA,151
104,Clinch,5,8/2/21,0,0,1,1,151
105,Extinguish,1,8/2/21,0,0,NA,NA,151
105,Extinguish,2,8/2/21,0,0,NA,NA,151
105,Extinguish,3,8/2/21,1,0,NA,NA,151
105,Extinguish,4,8/2/21,0,0,NA,NA,151
105,Extinguish,5,8/2/21,1,0,2,0,151
201,Chlorpyrifos,1,8/2/21,1,0,NA,NA,151
201,Chlorpyrifos,2,8/2/21,4,2,NA,NA,151
201,Chlorpyrifos,3,8/2/21,2,0,NA,NA,151
201,Chlorpyrifos,4,8/2/21,4,0,NA,NA,151
201,Chlorpyrifos,5,8/2/21,0,2,11,4,151
202,Clinch,1,8/2/21,1,1,NA,NA,151
202,Clinch,2,8/2/21,3,1,NA,NA,151
202,Clinch,3,8/2/21,0,1,NA,NA,151
202,Clinch,4,8/2/21,2,0,NA,NA,151
202,Clinch,5,8/2/21,1,2,7,5,151
203,HotWater,1,8/2/21,1,4,NA,NA,151
203,HotWater,2,8/2/21,1,2,NA,NA,151
203,HotWater,3,8/2/21,2,1,NA,NA,151
203,HotWater,4,8/2/21,3,1,NA,NA,151
203,HotWater,5,8/2/21,1,1,8,9,151
204,Extinguish,1,8/2/21,0,0,NA,NA,151
204,Extinguish,2,8/2/21,1,0,NA,NA,151
204,Extinguish,3,8/2/21,0,0,NA,NA,151
204,Extinguish,4,8/2/21,3,0,NA,NA,151
204,Extinguish,5,8/2/21,3,2,7,2,151
205,Control,1,8/2/21,4,3,NA,NA,151
205,Control,2,8/2/21,3,2,NA,NA,151
205,Control,3,8/2/21,4,0,NA,NA,151
205,Control,4,8/2/21,6,0,NA,NA,151
205,Control,5,8/2/21,2,2,19,7,151
301,Chlorpyrifos,1,8/2/21,0,1,NA,NA,151
301,Chlorpyrifos,2,8/2/21,1,2,NA,NA,151
301,Chlorpyrifos,3,8/2/21,0,2,NA,NA,151
301,Chlorpyrifos,4,8/2/21,0,1,NA,NA,151
301,Chlorpyrifos,5,8/2/21,1,1,2,7,151
302,Extinguish,1,8/2/21,0,1,NA,NA,151
302,Extinguish,2,8/2/21,0,1,NA,NA,151
302,Extinguish,3,8/2/21,1,1,NA,NA,151
302,Extinguish,4,8/2/21,0,1,NA,NA,151
302,Extinguish,5,8/2/21,1,1,2,5,151
303,Clinch,1,8/2/21,1,0,NA,NA,151
303,Clinch,2,8/2/21,1,2,NA,NA,151
303,Clinch,3,8/2/21,0,2,NA,NA,151
303,Clinch,4,8/2/21,1,2,NA,NA,151
303,Clinch,5,8/2/21,0,1,3,7,151
304,HotWater,1,8/2/21,1,2,NA,NA,151
304,HotWater,2,8/2/21,0,2,NA,NA,151
304,HotWater,3,8/2/21,2,1,NA,NA,151
304,HotWater,4,8/2/21,2,2,NA,NA,151
304,HotWater,5,8/2/21,1,1,6,8,151
305,Control,1,8/2/21,3,2,NA,NA,151
305,Control,2,8/2/21,1,2,NA,NA,151
305,Control,3,8/2/21,2,2,NA,NA,151
305,Control,4,8/2/21,1,3,NA,NA,151
305,Control,5,8/2/21,2,0,9,9,151
401,HotWater,1,8/2/21,3,0,NA,NA,151
401,HotWater,2,8/2/21,5,0,NA,NA,151
401,HotWater,3,8/2/21,1,3,NA,NA,151
401,HotWater,4,8/2/21,5,1,NA,NA,151
401,HotWater,5,8/2/21,4,2,18,6,151
402,Extinguish,1,8/2/21,3,0,NA,NA,151
402,Extinguish,2,8/2/21,1,0,NA,NA,151
402,Extinguish,3,8/2/21,2,0,NA,NA,151
402,Extinguish,4,8/2/21,1,1,NA,NA,151
402,Extinguish,5,8/2/21,3,0,10,1,151
403,Control,1,8/2/21,6,1,NA,NA,151
403,Control,2,8/2/21,5,0,NA,NA,151
403,Control,3,8/2/21,7,1,NA,NA,151
403,Control,4,8/2/21,5,3,NA,NA,151
403,Control,5,8/2/21,8,1,31,6,151
404,Clinch,1,8/2/21,4,1,NA,NA,151
404,Clinch,2,8/2/21,4,0,NA,NA,151
404,Clinch,3,8/2/21,2,2,NA,NA,151
404,Clinch,4,8/2/21,1,0,NA,NA,151
404,Clinch,5,8/2/21,1,2,12,5,151
405,Chlorpyrifos,1,8/2/21,4,0,NA,NA,151
405,Chlorpyrifos,2,8/2/21,2,1,NA,NA,151
405,Chlorpyrifos,3,8/2/21,6,1,NA,NA,151
405,Chlorpyrifos,4,8/2/21,1,0,NA,NA,151
405,Chlorpyrifos,5,8/2/21,2,0,15,2,151
501,Clinch,1,8/2/21,0,0,NA,NA,151
501,Clinch,2,8/2/21,2,2,NA,NA,151
501,Clinch,3,8/2/21,1,1,NA,NA,151
501,Clinch,4,8/2/21,0,2,NA,NA,151
501,Clinch,5,8/2/21,1,2,4,7,151
502,Control,1,8/2/21,3,1,NA,NA,151
502,Control,2,8/2/21,4,2,NA,NA,151
502,Control,3,8/2/21,5,1,NA,NA,151
502,Control,4,8/2/21,4,0,NA,NA,151
502,Control,5,8/2/21,5,2,21,6,151
503,Chlorpyrifos,1,8/2/21,1,1,NA,NA,151
503,Chlorpyrifos,2,8/2/21,1,0,NA,NA,151
503,Chlorpyrifos,3,8/2/21,0,1,NA,NA,151
503,Chlorpyrifos,4,8/2/21,1,0,NA,NA,151
503,Chlorpyrifos,5,8/2/21,1,0,4,2,151
504,Extinguish,1,8/2/21,0,1,NA,NA,151
504,Extinguish,2,8/2/21,0,0,NA,NA,151
504,Extinguish,3,8/2/21,0,1,NA,NA,151
504,Extinguish,4,8/2/21,1,0,NA,NA,151
504,Extinguish,5,8/2/21,4,2,5,4,151
505,HotWater,1,8/2/21,2,4,NA,NA,151
505,HotWater,2,8/2/21,3,2,NA,NA,151
505,HotWater,3,8/2/21,4,1,NA,NA,151
505,HotWater,4,8/2/21,3,2,NA,NA,151
505,HotWater,5,8/2/21,2,0,14,9,151
601,Control,1,8/2/21,6,1,NA,NA,151
601,Control,2,8/2/21,4,0,NA,NA,151
601,Control,3,8/2/21,4,1,NA,NA,151
601,Control,4,8/2/21,8,2,NA,NA,151
601,Control,5,8/2/21,7,0,29,4,151
602,HotWater,1,8/2/21,3,1,NA,NA,151
602,HotWater,2,8/2/21,2,1,NA,NA,151
602,HotWater,3,8/2/21,3,0,NA,NA,151
602,HotWater,4,8/2/21,3,0,NA,NA,151
602,HotWater,5,8/2/21,5,1,16,3,151
603,Extinguish,1,8/2/21,3,0,NA,NA,151
603,Extinguish,2,8/2/21,2,0,NA,NA,151
603,Extinguish,3,8/2/21,2,0,NA,NA,151
603,Extinguish,4,8/2/21,3,0,NA,NA,151
603,Extinguish,5,8/2/21,3,0,13,0,151
604,Clinch,1,8/2/21,2,0,NA,NA,151
604,Clinch,2,8/2/21,1,0,NA,NA,151
604,Clinch,3,8/2/21,2,0,NA,NA,151
604,Clinch,4,8/2/21,2,0,NA,NA,151
604,Clinch,5,8/2/21,2,0,9,0,151
605,Chlorpyrifos,1,8/2/21,4,0,NA,NA,151
605,Chlorpyrifos,2,8/2/21,1,0,NA,NA,151
605,Chlorpyrifos,3,8/2/21,1,0,NA,NA,151
605,Chlorpyrifos,4,8/2/21,3,1,NA,NA,151
605,Chlorpyrifos,5,8/2/21,4,2,13,3,151
101,Control,1,8/16/21,3,3,NA,NA,165
101,Control,2,8/16/21,4,2,NA,NA,165
101,Control,3,8/16/21,1,3,NA,NA,165
101,Control,4,8/16/21,3,3,NA,NA,165
101,Control,5,8/16/21,2,2,13,13,165
102,HotWater,1,8/16/21,4,2,NA,NA,165
102,HotWater,2,8/16/21,2,3,NA,NA,165
102,HotWater,3,8/16/21,4,3,NA,NA,165
102,HotWater,4,8/16/21,1,2,NA,NA,165
102,HotWater,5,8/16/21,1,1,12,11,165
103,Chlorpyrifos,1,8/16/21,1,2,NA,NA,165
103,Chlorpyrifos,2,8/16/21,3,1,NA,NA,165
103,Chlorpyrifos,3,8/16/21,2,1,NA,NA,165
103,Chlorpyrifos,4,8/16/21,2,1,NA,NA,165
103,Chlorpyrifos,5,8/16/21,2,0,10,5,165
104,Clinch,1,8/16/21,2,1,NA,NA,165
104,Clinch,2,8/16/21,1,1,NA,NA,165
104,Clinch,3,8/16/21,3,2,NA,NA,165
104,Clinch,4,8/16/21,2,0,NA,NA,165
104,Clinch,5,8/16/21,1,3,9,7,165
105,Extinguish,1,8/16/21,3,2,NA,NA,165
105,Extinguish,2,8/16/21,1,1,NA,NA,165
105,Extinguish,3,8/16/21,1,2,NA,NA,165
105,Extinguish,4,8/16/21,1,1,NA,NA,165
105,Extinguish,5,8/16/21,2,0,8,6,165
201,Chlorpyrifos,1,8/16/21,3,0,NA,NA,165
201,Chlorpyrifos,2,8/16/21,2,1,NA,NA,165
201,Chlorpyrifos,3,8/16/21,0,0,NA,NA,165
201,Chlorpyrifos,4,8/16/21,1,0,NA,NA,165
201,Chlorpyrifos,5,8/16/21,1,0,7,1,165
202,Clinch,1,8/16/21,2,1,NA,NA,165
202,Clinch,2,8/16/21,2,1,NA,NA,165
202,Clinch,3,8/16/21,0,0,NA,NA,165
202,Clinch,4,8/16/21,0,0,NA,NA,165
202,Clinch,5,8/16/21,0,0,4,2,165
203,HotWater,1,8/16/21,0,0,NA,NA,165
203,HotWater,2,8/16/21,2,1,NA,NA,165
203,HotWater,3,8/16/21,0,1,NA,NA,165
203,HotWater,4,8/16/21,1,0,NA,NA,165
203,HotWater,5,8/16/21,0,0,3,2,165
204,Extinguish,1,8/16/21,2,0,NA,NA,165
204,Extinguish,2,8/16/21,1,1,NA,NA,165
204,Extinguish,3,8/16/21,1,0,NA,NA,165
204,Extinguish,4,8/16/21,0,1,NA,NA,165
204,Extinguish,5,8/16/21,1,0,5,2,165
205,Control,1,8/16/21,3,2,NA,NA,165
205,Control,2,8/16/21,3,0,NA,NA,165
205,Control,3,8/16/21,2,1,NA,NA,165
205,Control,4,8/16/21,2,1,NA,NA,165
205,Control,5,8/16/21,0,0,10,4,165
301,Chlorpyrifos,1,8/16/21,1,1,NA,NA,165
301,Chlorpyrifos,2,8/16/21,3,1,NA,NA,165
301,Chlorpyrifos,3,8/16/21,1,1,NA,NA,165
301,Chlorpyrifos,4,8/16/21,3,1,NA,NA,165
301,Chlorpyrifos,5,8/16/21,0,0,8,4,165
302,Extinguish,1,8/16/21,1,0,NA,NA,165
302,Extinguish,2,8/16/21,0,1,NA,NA,165
302,Extinguish,3,8/16/21,0,0,NA,NA,165
302,Extinguish,4,8/16/21,1,1,NA,NA,165
302,Extinguish,5,8/16/21,1,0,3,2,165
303,Clinch,1,8/16/21,0,1,NA,NA,165
303,Clinch,2,8/16/21,1,1,NA,NA,165
303,Clinch,3,8/16/21,0,0,NA,NA,165
303,Clinch,4,8/16/21,0,1,NA,NA,165
303,Clinch,5,8/16/21,2,0,3,3,165
304,HotWater,1,8/16/21,1,1,NA,NA,165
304,HotWater,2,8/16/21,0,0,NA,NA,165
304,HotWater,3,8/16/21,3,0,NA,NA,165
304,HotWater,4,8/16/21,3,0,NA,NA,165
304,HotWater,5,8/16/21,5,3,12,4,165
305,Control,1,8/16/21,2,1,NA,NA,165
305,Control,2,8/16/21,3,1,NA,NA,165
305,Control,3,8/16/21,3,1,NA,NA,165
305,Control,4,8/16/21,1,1,NA,NA,165
305,Control,5,8/16/21,4,1,13,5,165
401,HotWater,1,8/16/21,3,0,NA,NA,165
401,HotWater,2,8/16/21,3,0,NA,NA,165
401,HotWater,3,8/16/21,2,1,NA,NA,165
401,HotWater,4,8/16/21,1,0,NA,NA,165
401,HotWater,5,8/16/21,0,0,9,1,165
402,Extinguish,1,8/16/21,2,1,NA,NA,165
402,Extinguish,2,8/16/21,3,1,NA,NA,165
402,Extinguish,3,8/16/21,2,0,NA,NA,165
402,Extinguish,4,8/16/21,1,1,NA,NA,165
402,Extinguish,5,8/16/21,1,0,9,3,165
403,Control,1,8/16/21,3,1,NA,NA,165
403,Control,2,8/16/21,4,1,NA,NA,165
403,Control,3,8/16/21,2,2,NA,NA,165
403,Control,4,8/16/21,3,1,NA,NA,165
403,Control,5,8/16/21,3,0,15,5,165
404,Clinch,1,8/16/21,3,2,NA,NA,165
404,Clinch,2,8/16/21,3,0,NA,NA,165
404,Clinch,3,8/16/21,2,1,NA,NA,165
404,Clinch,4,8/16/21,1,1,NA,NA,165
404,Clinch,5,8/16/21,2,0,11,4,165
405,Chlorpyrifos,1,8/16/21,0,1,NA,NA,165
405,Chlorpyrifos,2,8/16/21,2,1,NA,NA,165
405,Chlorpyrifos,3,8/16/21,1,1,NA,NA,165
405,Chlorpyrifos,4,8/16/21,3,0,NA,NA,165
405,Chlorpyrifos,5,8/16/21,3,0,9,3,165
501,Clinch,1,8/16/21,2,1,NA,NA,165
501,Clinch,2,8/16/21,1,3,NA,NA,165
501,Clinch,3,8/16/21,0,4,NA,NA,165
501,Clinch,4,8/16/21,0,0,NA,NA,165
501,Clinch,5,8/16/21,2,0,5,8,165
502,Control,1,8/16/21,1,4,NA,NA,165
502,Control,2,8/16/21,0,1,NA,NA,165
502,Control,3,8/16/21,3,1,NA,NA,165
502,Control,4,8/16/21,5,0,NA,NA,165
502,Control,5,8/16/21,4,2,13,8,165
503,Chlorpyrifos,1,8/16/21,2,1,NA,NA,165
503,Chlorpyrifos,2,8/16/21,2,2,NA,NA,165
503,Chlorpyrifos,3,8/16/21,4,4,NA,NA,165
503,Chlorpyrifos,4,8/16/21,2,2,NA,NA,165
503,Chlorpyrifos,5,8/16/21,0,2,10,11,165
504,Extinguish,1,8/16/21,1,1,NA,NA,165
504,Extinguish,2,8/16/21,0,0,NA,NA,165
504,Extinguish,3,8/16/21,1,0,NA,NA,165
504,Extinguish,4,8/16/21,0,2,NA,NA,165
504,Extinguish,5,8/16/21,0,1,2,4,165
505,HotWater,1,8/16/21,1,1,NA,NA,165
505,HotWater,2,8/16/21,0,0,NA,NA,165
505,HotWater,3,8/16/21,0,3,NA,NA,165
505,HotWater,4,8/16/21,1,2,NA,NA,165
505,HotWater,5,8/16/21,4,1,6,7,165
601,Control,1,8/16/21,6,3,NA,NA,165
601,Control,2,8/16/21,6,3,NA,NA,165
601,Control,3,8/16/21,3,3,NA,NA,165
601,Control,4,8/16/21,5,9,NA,NA,165
601,Control,5,8/16/21,8,1,28,19,165
602,HotWater,1,8/16/21,4,3,NA,NA,165
602,HotWater,2,8/16/21,3,2,NA,NA,165
602,HotWater,3,8/16/21,5,0,NA,NA,165
602,HotWater,4,8/16/21,2,0,NA,NA,165
602,HotWater,5,8/16/21,3,3,17,8,165
603,Extinguish,1,8/16/21,1,3,NA,NA,165
603,Extinguish,2,8/16/21,0,0,NA,NA,165
603,Extinguish,3,8/16/21,2,0,NA,NA,165
603,Extinguish,4,8/16/21,1,1,NA,NA,165
603,Extinguish,5,8/16/21,2,0,6,4,165
604,Clinch,1,8/16/21,2,1,NA,NA,165
604,Clinch,2,8/16/21,1,2,NA,NA,165
604,Clinch,3,8/16/21,3,1,NA,NA,165
604,Clinch,4,8/16/21,4,1,NA,NA,165
604,Clinch,5,8/16/21,2,1,12,6,165
605,Chlorpyrifos,1,8/16/21,5,0,NA,NA,165
605,Chlorpyrifos,2,8/16/21,1,0,NA,NA,165
605,Chlorpyrifos,3,8/16/21,1,1,NA,NA,165
605,Chlorpyrifos,4,8/16/21,5,1,NA,NA,165
605,Chlorpyrifos,5,8/16/21,6,2,18,4,165
101,Control,1,8/30/21,5,2,NA,NA,179
101,Control,2,8/30/21,6,2,NA,NA,179
101,Control,3,8/30/21,4,1,NA,NA,179
101,Control,4,8/30/21,3,1,NA,NA,179
101,Control,5,8/30/21,4,2,22,8,179
102,HotWater,1,8/30/21,3,1,NA,NA,179
102,HotWater,2,8/30/21,4,0,NA,NA,179
102,HotWater,3,8/30/21,5,0,NA,NA,179
102,HotWater,4,8/30/21,3,2,NA,NA,179
102,HotWater,5,8/30/21,2,3,17,6,179
103,Chlorpyrifos,1,8/30/21,7,0,NA,NA,179
103,Chlorpyrifos,2,8/30/21,2,2,NA,NA,179
103,Chlorpyrifos,3,8/30/21,3,1,NA,NA,179
103,Chlorpyrifos,4,8/30/21,2,1,NA,NA,179
103,Chlorpyrifos,5,8/30/21,2,2,16,6,179
104,Clinch,1,8/30/21,2,3,NA,NA,179
104,Clinch,2,8/30/21,2,1,NA,NA,179
104,Clinch,3,8/30/21,1,0,NA,NA,179
104,Clinch,4,8/30/21,1,0,NA,NA,179
104,Clinch,5,8/30/21,0,1,6,5,179
105,Extinguish,1,8/30/21,1,0,NA,NA,179
105,Extinguish,2,8/30/21,0,1,NA,NA,179
105,Extinguish,3,8/30/21,0,1,NA,NA,179
105,Extinguish,4,8/30/21,0,0,NA,NA,179
105,Extinguish,5,8/30/21,3,1,4,3,179
201,Chlorpyrifos,1,8/30/21,2,0,NA,NA,179
201,Chlorpyrifos,2,8/30/21,4,3,NA,NA,179
201,Chlorpyrifos,3,8/30/21,4,2,NA,NA,179
201,Chlorpyrifos,4,8/30/21,2,2,NA,NA,179
201,Chlorpyrifos,5,8/30/21,3,1,15,8,179
202,Clinch,1,8/30/21,4,0,NA,NA,179
202,Clinch,2,8/30/21,6,1,NA,NA,179
202,Clinch,3,8/30/21,2,2,NA,NA,179
202,Clinch,4,8/30/21,2,1,NA,NA,179
202,Clinch,5,8/30/21,1,1,15,5,179
203,HotWater,1,8/30/21,2,3,NA,NA,179
203,HotWater,2,8/30/21,5,2,NA,NA,179
203,HotWater,3,8/30/21,5,1,NA,NA,179
203,HotWater,4,8/30/21,4,3,NA,NA,179
203,HotWater,5,8/30/21,2,0,18,9,179
204,Extinguish,1,8/30/21,0,0,NA,NA,179
204,Extinguish,2,8/30/21,2,0,NA,NA,179
204,Extinguish,3,8/30/21,0,2,NA,NA,179
204,Extinguish,4,8/30/21,2,1,NA,NA,179
204,Extinguish,5,8/30/21,2,1,6,4,179
205,Control,1,8/30/21,7,1,NA,NA,179
205,Control,2,8/30/21,5,1,NA,NA,179
205,Control,3,8/30/21,6,2,NA,NA,179
205,Control,4,8/30/21,4,4,NA,NA,179
205,Control,5,8/30/21,3,2,25,10,179
301,Chlorpyrifos,1,8/30/21,3,1,NA,NA,179
301,Chlorpyrifos,2,8/30/21,6,0,NA,NA,179
301,Chlorpyrifos,3,8/30/21,4,1,NA,NA,179
301,Chlorpyrifos,4,8/30/21,4,1,NA,NA,179
301,Chlorpyrifos,5,8/30/21,3,1,20,4,179
302,Extinguish,1,8/30/21,0,4,NA,NA,179
302,Extinguish,2,8/30/21,0,0,NA,NA,179
302,Extinguish,3,8/30/21,0,0,NA,NA,179
302,Extinguish,4,8/30/21,0,0,NA,NA,179
302,Extinguish,5,8/30/21,1,1,1,5,179
303,Clinch,1,8/30/21,0,0,NA,NA,179
303,Clinch,2,8/30/21,1,0,NA,NA,179
303,Clinch,3,8/30/21,1,0,NA,NA,179
303,Clinch,4,8/30/21,0,1,NA,NA,179
303,Clinch,5,8/30/21,1,1,3,2,179
304,HotWater,1,8/30/21,3,4,NA,NA,179
304,HotWater,2,8/30/21,3,2,NA,NA,179
304,HotWater,3,8/30/21,5,2,NA,NA,179
304,HotWater,4,8/30/21,3,2,NA,NA,179
304,HotWater,5,8/30/21,7,5,21,15,179
305,Control,1,8/30/21,4,6,NA,NA,179
305,Control,2,8/30/21,4,5,NA,NA,179
305,Control,3,8/30/21,4,1,NA,NA,179
305,Control,4,8/30/21,3,0,NA,NA,179
305,Control,5,8/30/21,4,4,19,16,179
401,HotWater,1,8/30/21,2,1,NA,NA,179
401,HotWater,2,8/30/21,2,0,NA,NA,179
401,HotWater,3,8/30/21,3,2,NA,NA,179
401,HotWater,4,8/30/21,7,2,NA,NA,179
401,HotWater,5,8/30/21,5,0,19,5,179
402,Extinguish,1,8/30/21,0,1,NA,NA,179
402,Extinguish,2,8/30/21,1,0,NA,NA,179
402,Extinguish,3,8/30/21,0,1,NA,NA,179
402,Extinguish,4,8/30/21,5,0,NA,NA,179
402,Extinguish,5,8/30/21,7,1,13,3,179
403,Control,1,8/30/21,4,0,NA,NA,179
403,Control,2,8/30/21,3,1,NA,NA,179
403,Control,3,8/30/21,4,1,NA,NA,179
403,Control,4,8/30/21,4,3,NA,NA,179
403,Control,5,8/30/21,7,3,22,8,179
404,Clinch,1,8/30/21,1,2,NA,NA,179
404,Clinch,2,8/30/21,1,0,NA,NA,179
404,Clinch,3,8/30/21,1,0,NA,NA,179
404,Clinch,4,8/30/21,4,1,NA,NA,179
404,Clinch,5,8/30/21,6,1,13,4,179
405,Chlorpyrifos,1,8/30/21,3,1,NA,NA,179
405,Chlorpyrifos,2,8/30/21,1,0,NA,NA,179
405,Chlorpyrifos,3,8/30/21,3,0,NA,NA,179
405,Chlorpyrifos,4,8/30/21,5,2,NA,NA,179
405,Chlorpyrifos,5,8/30/21,7,0,19,3,179
501,Clinch,1,8/30/21,3,0,NA,NA,179
501,Clinch,2,8/30/21,4,2,NA,NA,179
501,Clinch,3,8/30/21,1,0,NA,NA,179
501,Clinch,4,8/30/21,0,1,NA,NA,179
501,Clinch,5,8/30/21,1,2,9,5,179
502,Control,1,8/30/21,6,4,NA,NA,179
502,Control,2,8/30/21,9,0,NA,NA,179
502,Control,3,8/30/21,0,2,NA,NA,179
502,Control,4,8/30/21,0,0,NA,NA,179
502,Control,5,8/30/21,2,2,17,8,179
503,Chlorpyrifos,1,8/30/21,3,1,NA,NA,179
503,Chlorpyrifos,2,8/30/21,6,2,NA,NA,179
503,Chlorpyrifos,3,8/30/21,0,0,NA,NA,179
503,Chlorpyrifos,4,8/30/21,1,1,NA,NA,179
503,Chlorpyrifos,5,8/30/21,0,0,10,4,179
504,Extinguish,1,8/30/21,3,0,NA,NA,179
504,Extinguish,2,8/30/21,4,1,NA,NA,179
504,Extinguish,3,8/30/21,0,1,NA,NA,179
504,Extinguish,4,8/30/21,0,0,NA,NA,179
504,Extinguish,5,8/30/21,0,0,7,2,179
505,HotWater,1,8/30/21,7,2,NA,NA,179
505,HotWater,2,8/30/21,4,6,NA,NA,179
505,HotWater,3,8/30/21,1,3,NA,NA,179
505,HotWater,4,8/30/21,1,0,NA,NA,179
505,HotWater,5,8/30/21,1,0,14,11,179
601,Control,1,8/30/21,1,0,NA,NA,179
601,Control,2,8/30/21,0,2,NA,NA,179
601,Control,3,8/30/21,2,0,NA,NA,179
601,Control,4,8/30/21,0,0,NA,NA,179
601,Control,5,8/30/21,1,0,4,2,179
602,HotWater,1,8/30/21,1,0,NA,NA,179
602,HotWater,2,8/30/21,0,0,NA,NA,179
602,HotWater,3,8/30/21,0,0,NA,NA,179
602,HotWater,4,8/30/21,0,1,NA,NA,179
602,HotWater,5,8/30/21,1,0,2,1,179
603,Extinguish,1,8/30/21,0,0,NA,NA,179
603,Extinguish,2,8/30/21,0,0,NA,NA,179
603,Extinguish,3,8/30/21,1,0,NA,NA,179
603,Extinguish,4,8/30/21,1,0,NA,NA,179
603,Extinguish,5,8/30/21,1,0,3,0,179
604,Clinch,1,8/30/21,0,0,NA,NA,179
604,Clinch,2,8/30/21,0,2,NA,NA,179
604,Clinch,3,8/30/21,0,0,NA,NA,179
604,Clinch,4,8/30/21,1,1,NA,NA,179
604,Clinch,5,8/30/21,0,0,1,3,179
605,Chlorpyrifos,1,8/30/21,1,0,NA,NA,179
605,Chlorpyrifos,2,8/30/21,0,0,NA,NA,179
605,Chlorpyrifos,3,8/30/21,1,0,NA,NA,179
605,Chlorpyrifos,4,8/30/21,3,1,NA,NA,179
605,Chlorpyrifos,5,8/30/21,2,0,7,1,179
101,Control,1,9/17/21,4,4,NA,NA,197
101,Control,2,9/17/21,5,4,NA,NA,197
101,Control,3,9/17/21,3,1,NA,NA,197
101,Control,4,9/17/21,1,1,NA,NA,197
101,Control,5,9/17/21,3,1,16,11,197
102,HotWater,1,9/17/21,6,2,NA,NA,197
102,HotWater,2,9/17/21,1,3,NA,NA,197
102,HotWater,3,9/17/21,3,0,NA,NA,197
102,HotWater,4,9/17/21,3,2,NA,NA,197
102,HotWater,5,9/17/21,3,1,16,8,197
103,Chlorpyrifos,1,9/17/21,3,1,NA,NA,197
103,Chlorpyrifos,2,9/17/21,2,1,NA,NA,197
103,Chlorpyrifos,3,9/17/21,4,1,NA,NA,197
103,Chlorpyrifos,4,9/17/21,1,2,NA,NA,197
103,Chlorpyrifos,5,9/17/21,2,0,12,5,197
104,Clinch,1,9/17/21,6,0,NA,NA,197
104,Clinch,2,9/17/21,3,0,NA,NA,197
